Размер;"Категория товара";Коллекция;"Вес изделия в упаковке";Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Ткань низ";Состав;Номенклатура;Количество;Цена;Фото;Описание
;Одеяло;Бамбук;;"AlViTek (АльВиТек)";Россия;Стандарт;ОСБ-ЛС-22;200х220;Свехлегкое;;;;;;;"Бамбуковое волокно,пэ";;;"100 гр/кв.м";;;Перкаль;"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048010075;;Салатовый;;;;"ОСБ-ЛС-22 Одеяло ""Бамбук-Лето-Стандарт"" 200х220";11;1641;http://alvitek.com.ru/upload/iblock/b20/b20e0c287b1491c9bc711c986579554e.jpeg;"одеяло с наполнителем из бамбукового волокна 100 г/кв.м, чехол - сатин или перкаль, окантовка-косая бейка, уголок, бирка, постер, в чемодане"
;Подушка;Холфит;;"AlViTek (АльВиТек)";Россия;Стандарт;ПП-050;50х68;;Упругая;;;;;;"Холфит-шарики (7dх32)";;;"0,82 кг";;;Поликоттон;"50% хлопок/50% полиэстр";;;;;;Кант;"Пакет с ручкой";;;;;4607048000229;;"Набивной рисунок,может отличаться от цвета на фото";;;;"ПП-050 Подушка ""Стандарт"" 50х68";55;312;http://alvitek.com.ru/upload/iblock/854/854c195c0f475f3f7fe5649acac02192.jpeg;"подушка: чехол с молнией  ткань смесовая (поликоттон; 50% - хлопок/50% - полиэстер; 120 г/кв.м), наполнитель 0,82кг ""Холфит-шарики"" (полое  извитое силиконизированное волокно), кант, бирка, постер, в пакете с ручками"
;Подушка;Антикризис;;"AlViTek (АльВиТек)";Россия;;ПС-4060;40х60;;Средняя;;;;;;"Холфит-шарики (15dх64)";;;"0,35 кг";;;Полисатин;"100%  пэ";;;;;;;Пакет;;;;;4607048004388;;"Набивной рисунок,может отличаться от цвета на фото";;;;"ПС-04060 Подушка ""Антикризис"" 40х60";59;135;http://alvitek.com.ru/upload/iblock/844/844052fffdec0a96250b9143666af049.jpeg;"подушка с наполнителем ""Холфит-шарики""   (350 гр. полое силиконизированное волокно 15Dx64  ), чехол - ткань ПЭ, без канта, бирка, в пакете без ручки"
;Полотенце;;;7-Я;Китай;;7-Я-8201;34х76;;;;;;;;;;;;;;Махра-лен;;;;;;;;Пакет;;"10 шт.";;;2000925529547;;;;;"100% хлопок";"8201 Flowers М-Л 34х75( 10 ) полотенце 7-Я";6;929;http://alvitek.com.ru/upload/iblock/73d/73d885ec004f44384298b571deb6737c.jpeg;
;Полотенце;;;7-Я;Китай;;7-Я-9191;34х76;;;;;;;;;;;;;;Махра-лен;;;;;;;;Пакет;;"10 шт.";;;2000925529592;;;;;"100% хлопок";"9191 Ажур М-Л 34х75( 10 ) полотенце 7-Я";5;831;http://alvitek.com.ru/upload/iblock/d95/d951facc324091f4b7d16075b949140e.jpeg;
;"Уголок детский";;;7-Я;Китай;;ZH006-розовый;115х115;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Пакет;;"1 шт.";;400г/м;2000925512952;;;;;;"ZH006 Розовый Уголок Семейка Медвежат с капюшоном М 115х115  (1шт) Полотенце 7Я";16;440;http://alvitek.com.ru/upload/iblock/4ad/4ad94a398d693fa6b016c392780de5bf.jpeg;
;"Уголок детский";;;7-Я;Китай;;ZH006-голубой;115х115;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Пакет;;"1 шт.";;400г/м;2000925512945;;;;;;"ZH006 Голубой Уголок Семейка Медвежат с капюшоном М 115х115  (1шт) Полотенце 7Я";17;440;http://alvitek.com.ru/upload/iblock/4c3/4c33bfa767537652f46c317a008a4e97.jpeg;
;"Уголок детский";;;7-Я;Китай;;ZH006-салатовый;115х115;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Пакет;;"1 шт.";;400г/м;2000925512969;;;;;;"ZH006 Салатовый Уголок Семейка Медвежат с капюшоном М 115х115  (1шт) Полотенце 7Я";12;440;http://alvitek.com.ru/upload/iblock/f68/f687b1ef0b8ad2f39789899289d9ba67.jpeg;
;Простыня;;;7-Я;Китай;;7-Я-ZH025-розовый;110х115;;;;;;Обычная;;;;;;;;Махра-велюр;;;;;;;;Пакет;;;;420г/м;2000925512990;;;;;"100% хлопок";"ZH025 Розовая МВ Семейка медвежат 110х115 Простыня 7-Я";10;411;http://alvitek.com.ru/upload/iblock/f17/f1793d519ac8f5064873f79e004c5d97.jpeg;
;Наматрасник;Гостиница;;"AlViTek (АльВиТек)";Россия;;НФГ-Т-160;160х200;;;;;;;;Холфит-пласт;;;"200 гр/кв.м";;;Поликоттон;"50% хлопок/50% полиэстр";;;;Резинка;"Многоигольная машина";"Бейка ПЭ";Пакет;;;;;4607048007785;;Белый;;;;"НФГ-Т-160 Наматрацник ""Гостиница"" 160х200 (мин.10шт)";1;926;http://alvitek.com.ru/upload/iblock/610/610efedb00cd302f04198727e66379e9.jpeg;"наматрасник на резинке с наполнителем - ""Холфит-пласт"" (полое силиконизированное волокно 200 г./кв.м), чехол - ткань смесовая (поликоттон; 50% - хлопок/50% - полиэстер; 120 г/кв.м), окантовка- бейка ПЭ, бирка, пакет"
;Наматрасник;Гостиница;;"AlViTek (АльВиТек)";Россия;;НФГ-Т-070;70х200;;;;;;;;Холфит-пласт;;;"200 гр/кв.м";;;Поликоттон;"50% хлопок/50% полиэстр";;;;Резинка;"Многоигольная машина";"Бейка ПЭ";Пакет;;;;;4607048007747;;Белый;;;;"НФГ-Т-070 Наматрацник ""Гостиница"" 70х200 (мин.10шт)";2;459;http://alvitek.com.ru/upload/iblock/da3/da3898786f180ecde409ddd44ea3d5d3.jpeg;"наматрасник на резинке с наполнителем - ""Холфит-пласт"" (полое силиконизированное волокно 200 г./кв.м), чехол - ткань смесовая (поликоттон; 50% - хлопок/50% - полиэстер; 120 г/кв.м), окантовка- бейка ПЭ, бирка, пакет"
;Покрывало;;;CLEO;Китай;;CLEO-240/007-CH;240х260;;;"50х70+5 (2шт.)";;;;;;;;;;;;"100% микрофибра";;;;;;;"Чемодан на молнии";;;;;2000925532837;;;;;;"240/007-CH MONIFICO 240х260+50х70+5х2шт Покрывало CLEO";2;2530;http://alvitek.com.ru/upload/iblock/cde/cde81d7f16fe584c9304e0fb66fc448f.jpeg;
;Покрывало;;;CLEO;Китай;;CLEO-240/011-CH;240х260;;;"50х70+5 (2шт.)";;;;;;;;;;;;"100% микрофибра";;;;;;;"Чемодан на молнии";;;;;2000925532875;;;;;;"240/011-CH MONIFICO 240х260+50х70+5х2шт Покрывало CLEO";3;2530;http://alvitek.com.ru/upload/iblock/c97/c97b9fed896d720848abf0bbb5dc4c00.jpeg;
;Наматрасник;"Овечья шерсть";;"AlViTek (АльВиТек)";Россия;Стандарт;НШР-120;120х200;;;;;;;;"Овечья шерсть,пэ";;;"300 гр/кв.м";;;Поликоттон;"50% хлопок/50% полиэстр";;;;Резинка;"Многоигольная машина";"Бейка ПЭ";"Сумка оригинальная";;;;;4607048000953;;"Однотонный ,может отличаться от цвета на фото";;;;"НШР-120  Наматрасник с резинкой ""Шерсть-Стандарт"" 120х200";10;763;http://alvitek.com.ru/upload/iblock/76f/76f323f05aac18aa83a19fa184201e77.jpeg;"наматрасник на резинке с наполнителем из овечьей шерсти 300 г/кв.м, чехол - ткань смесовая (поликоттон; 50% - хлопок/50% - полиэстер; 120 г/кв.м), окантовка- бейка ПЭ, бирка, постер, в чемодане"
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-U280-Салатовая;280х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012161;;Салатовый;;;;"НС-U280-Салатовая наволочка САТИН для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";11;445;http://alvitek.com.ru/upload/iblock/17e/17e7a0eaced9b597dcf37685c6d66d48.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-U340-Беж;340х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012178;;Бежевый;;;;"НС-U340-Бежевая наволочка САТИН для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";9;604;http://alvitek.com.ru/upload/iblock/265/26541136f9293ffef138edfaa2f9b688.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-U340-Белая;340х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012185;;Белый;;;;"НС-U340-Белая наволочка САТИН для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";12;604;http://alvitek.com.ru/upload/iblock/39b/39ba64fa6a9d79805eca6e1c1a031da5.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-U340-Голубая;340х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012192;;Голубой;;;;"НС-U340-Голубая наволочка САТИН для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";15;604;http://alvitek.com.ru/upload/iblock/320/3202a5a18b2efee26ac82a194feb2b23.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-U340-Розовая;340х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012208;;Розовый;;;;"НС-U340-Розовая наволочка САТИН для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";12;604;http://alvitek.com.ru/upload/iblock/0b7/0b71204c714b6f222a5457503351bd50.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-U340-Салатовая;340х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012215;;Салатовый;;;;"НС-U340-Салатовая наволочка САТИН для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";12;604;http://alvitek.com.ru/upload/iblock/03d/03df89e401885aac211f7c44b97e8758.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-Б-Беж;180х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012222;;Бежевый;;;;"НС-Б-Бежевая наволочка САТИН для подушки Бумеранг ""ДЛЯ БЕРЕМЕННЫХ""";5;292;http://alvitek.com.ru/upload/iblock/701/701a6d74d6c950ee963b4d03b2fb7f25.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-Б-Белая;180х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012239;;Белый;;;;"НС-Б-Белая наволочка САТИН для подушки Бумеранг ""ДЛЯ БЕРЕМЕННЫХ""";11;292;http://alvitek.com.ru/upload/iblock/3b6/3b624d985546725d149c8f81d9219547.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-Б-Голубая;180х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012246;;Голубой;;;;"НС-Б-Голубая наволочка САТИН для подушки Бумеранг ""ДЛЯ БЕРЕМЕННЫХ""";6;292;http://alvitek.com.ru/upload/iblock/7ae/7aecb9e8b9ea71ee83638c850df91158.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-Б-Розовая;180х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012253;;Розовый;;;;"НС-Б-Розовая наволочка САТИН для подушки Бумеранг ""ДЛЯ БЕРЕМЕННЫХ""";10;292;http://alvitek.com.ru/upload/iblock/be7/be7ac721cda97f3b4fa1fb49555c26e0.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Стандарт;НС-Б-Салатовая;180х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012260;;Салатовый;;;;"НС-Б-Салатовая наволочка САТИН для подушки Бумеранг ""ДЛЯ БЕРЕМЕННЫХ""";8;292;http://alvitek.com.ru/upload/iblock/8db/8db61d307abe4b4453b8f1a4d8ddcd57.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-J-Бежевая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011812;;Бежевый;;;;"НБ-J-Бежевая наволочка БЯЗЬ для подушки J ""ДЛЯ БЕРЕМЕННЫХ""";6;252;http://alvitek.com.ru/upload/iblock/ceb/ceb12af14909970214c760df65b5a392.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-J-Белая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011829;;Белый;;;;"НБ-J-Белая наволочка БЯЗЬ для подушки J ""ДЛЯ БЕРЕМЕННЫХ""";10;252;http://alvitek.com.ru/upload/iblock/602/6024f1babcaa5fb4085006c0726fa283.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-J-Голубая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011836;;Голубой;;;;"НБ-J-Голубая наволочка БЯЗЬ для подушки J ""ДЛЯ БЕРЕМЕННЫХ""";6;252;http://alvitek.com.ru/upload/iblock/6d5/6d522d98389bb19e48e379e5fbe721c0.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-J-Розовая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011843;;Розовый;;;;"НБ-J-Розовая наволочка БЯЗЬ для подушки J ""ДЛЯ БЕРЕМЕННЫХ""";14;252;http://alvitek.com.ru/upload/iblock/54a/54a9b00eff00658d5f0bd96751b4fdaa.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-J-Салатовая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011850;;Салатовый;;;;"НБ-J-Салатовая наволочка БЯЗЬ для подушки J ""ДЛЯ БЕРЕМЕННЫХ""";10;252;http://alvitek.com.ru/upload/iblock/ebe/ebe0b517c4b143112ed3e1757813eb79.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-U280-Бежевая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011867;;Бежевый;;;;"НБ-U280-Бежевая наволочка БЯЗЬ для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";10;268;http://alvitek.com.ru/upload/iblock/a6c/a6c5fb78eef7eeb5ebf71f597f36cfe5.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-U280-Белая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011874;;Белый;;;;"НБ-U280-Белая наволочка БЯЗЬ для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";16;268;http://alvitek.com.ru/upload/iblock/0f4/0f488f2cd6479a7046204d680ad61b20.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-U280-Голубая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011881;;Голубой;;;;"НБ-U280-Голубая наволочка БЯЗЬ для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";12;268;http://alvitek.com.ru/upload/iblock/34e/34e6c6f722ae35829d3158309b866d10.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-U280-Розовая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011898;;Розовый;;;;"НБ-U280-Розовая наволочка БЯЗЬ для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";9;268;http://alvitek.com.ru/upload/iblock/1f7/1f7db4b2eb380d8ce6e6bcdfb5ff9237.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-U280-Салатовая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011904;;Салатовый;;;;"НБ-U280-Салатовая наволочка БЯЗЬ для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";10;268;http://alvitek.com.ru/upload/iblock/f68/f681ed34aac84a069c64790f863db978.jpeg;
;Наволочка;"Для беременных";;"AlViTek (АльВиТек)";Россия;Традиция;НБ-U340-Бежевая;340х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011911;;Бежевый;;;;"НБ-U340-Бежевая наволочка БЯЗЬ для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";2;362;http://alvitek.com.ru/upload/iblock/c14/c14478378f1535c70fa821f6f7f9b3fc.jpeg;
